,sex,row_number,liters_drunk,age,drink,check_number,label
4119,0,57.0,5.0,78,Bugbeer,4053,1
4120,1,38.0,5.0,80,Water,5949,0
4121,1,9.0,3.0,36,Bugbeer,1791,1
4122,0,57.0,4.0,43,Fanta,3231,0
4123,1,43.0,3.0,69,Strong beer,5200,0
4124,0,28.0,2.4767078189300413,16,Water,973,0
4125,0,33.0,4.0,27,Bugbeer,8575,1
4126,0,80.0,3.0,49,Cola,9262,1
4127,0,79.0,4.0,42,Fanta,91,1
4128,1,18.0,2.4767078189300413,40,Water,8982,1
4129,0,18.0,2.0,70,Fanta,4523,1
4130,0,21.0,3.0,43,Cola,981,0
4131,1,82.0,4.0,25,Water,5490,0
4132,1,7.0,1.0,39,Strong beer,290,0
4133,1,56.0,0.0,61,Strong beer,4965,1
4134,1,12.0,5.0,27,Fanta,4860,0
4135,0,24.0,5.0,62,Strong beer,1289,1
4136,0,30.0,3.0,18,Water,1240,0
4137,1,77.0,5.0,24,Bugbeer,7119,1
4138,0,42.0,5.0,10,Water,2391,1
4139,1,46.0,2.0,25,Fanta,4504,1
4140,1,26.0,5.0,20,Cola,3478,1
4141,0,56.0,5.0,13,Cola,7985,1
4142,1,27.0,1.0,58,Beerbeer,1414,0
4143,0,61.0,4.0,21,Fanta,6280,1
4144,0,74.0,0.0,28,Water,8287,0
4145,0,88.0,5.0,38,Strong beer,5646,1
4146,1,71.0,2.0,72,Beerbeer,7907,1
4147,1,75.0,0.0,45,Beerbeer,122,0
4148,1,97.0,2.4767078189300413,45,Strong beer,8416,0
4149,0,88.0,3.0,38,Water,9938,1
4150,0,63.0,1.0,46,Bugbeer,9312,0
4151,0,58.0,2.0,55,Bugbeer,7223,1
4152,0,87.0,2.4767078189300413,65,Cola,3434,1
4153,0,49.0,0.0,24,Bugbeer,6007,0
4154,0,35.0,2.0,30,Strong beer,3328,1
4155,1,4.0,5.0,27,Fanta,9404,1
4156,0,3.0,0.0,62,Water,1708,0
4157,1,100.0,4.0,29,Water,5261,1
4158,0,29.0,1.0,32,Strong beer,115,1
4159,1,21.0,0.0,54,Bugbeer,1327,0
4160,0,89.0,4.0,23,Water,5839,1
4161,1,61.0,3.0,51,Beerbeer,4701,0
4162,0,100.0,2.4767078189300413,73,Fanta,337,1
4163,0,79.0,2.4767078189300413,16,Water,9429,0
4164,1,59.0,4.0,40,Water,7071,0
4165,1,12.0,1.0,27,Strong beer,7341,1
4166,1,65.0,4.0,45,Strong beer,4877,1
4167,1,97.0,3.0,51,Beerbeer,5459,1
4168,1,56.0,5.0,16,Cola,3786,1
4169,0,80.0,2.4767078189300413,15,Water,7340,1
4170,0,39.0,2.4767078189300413,65,Fanta,251,0
4171,1,47.0,2.0,21,Water,493,1
4172,0,59.0,3.0,61,Cola,697,1
4173,1,11.0,0.0,18,Cola,5762,0
4174,0,77.0,5.0,53,Bugbeer,9931,0
4175,0,81.0,1.0,43,Strong beer,9793,0
4176,0,45.0,0.0,40,Bugbeer,9222,0
4177,0,34.0,2.4767078189300413,53,Bugbeer,4375,0
4178,1,50.0,5.0,64,Beerbeer,2218,1
4179,1,99.0,0.0,57,Water,7585,0
4180,0,74.0,3.0,19,Fanta,6297,1
4181,0,24.0,3.0,60,Fanta,7481,0
4182,0,87.0,4.0,42,Bugbeer,796,1
4183,0,92.0,0.0,70,Bugbeer,2919,0
4184,1,25.0,1.0,35,Cola,8499,0
4185,1,85.0,5.0,57,Strong beer,3384,1
4186,1,99.0,3.0,71,Bugbeer,4490,1
4187,0,89.0,2.0,49,Bugbeer,9880,1
4188,0,10.0,3.0,11,Cola,8454,1
4189,0,16.0,4.0,13,Water,8896,1
4190,1,33.0,0.0,36,Water,4500,1
4191,1,90.0,2.4767078189300413,53,Beerbeer,550,0
4192,1,74.0,5.0,18,Fanta,8219,0
4193,1,100.0,2.0,66,Cola,2827,0
4194,1,5.0,2.4767078189300413,75,Beerbeer,9064,1
4195,0,46.0,1.0,65,Bugbeer,4092,1
4196,1,93.0,3.0,38,Beerbeer,2892,1
4197,0,15.0,5.0,50,Water,4908,0
4198,1,100.0,4.0,37,Cola,8104,1
4199,0,50.0,2.4767078189300413,29,Strong beer,9865,1
4200,1,100.0,0.0,14,Water,2852,1
4201,0,55.0,0.0,77,Bugbeer,427,0
4202,1,87.0,2.0,18,Cola,8294,0
4203,0,1.0,0.0,11,Cola,8030,1
4204,1,100.0,2.0,29,Cola,6410,0
4205,0,91.0,4.0,68,Cola,842,0
4206,1,59.0,2.0,18,Fanta,5998,0
4207,0,42.0,1.0,65,Cola,8582,1
4208,1,96.0,2.0,61,Beerbeer,453,0
4209,0,6.0,3.0,51,Strong beer,5362,1
4210,1,25.0,4.0,61,Water,8967,0
4211,1,70.0,3.0,11,Water,4642,1
4212,0,100.0,1.0,53,Bugbeer,8131,0
4213,1,77.0,3.0,77,Cola,9896,1
4214,0,66.0,0.0,60,Beerbeer,2038,1
4215,0,100.0,2.0,20,Cola,354,0
4216,1,1.0,5.0,18,Fanta,7765,1
4217,0,10.0,2.0,24,Cola,2293,0
4218,0,48.0,3.0,75,Fanta,1380,1
4219,1,8.0,4.0,25,Water,5799,1
4220,1,78.0,2.0,75,Strong beer,2984,0
4221,1,100.0,2.0,13,Water,7759,0
4222,1,32.0,1.0,25,Cola,8968,0
4223,0,96.0,2.4767078189300413,47,Beerbeer,9858,1
4224,0,22.0,1.0,44,Fanta,4656,1
4225,0,91.0,0.0,49,Beerbeer,6269,1
4226,1,17.0,0.0,47,Beerbeer,8663,0
4227,0,36.0,0.0,67,Fanta,9707,0
4228,0,90.0,5.0,28,Cola,2182,1
4229,1,17.0,1.0,17,Fanta,4663,0
4230,1,37.0,2.0,18,Cola,4678,1
4231,0,2.0,1.0,66,Strong beer,3448,1
4232,1,81.0,0.0,22,Bugbeer,9895,1
4233,1,76.0,4.0,67,Water,7535,0
4234,0,33.0,3.0,47,Bugbeer,1149,1
4235,0,0.0,1.0,20,Water,7876,1
4236,0,20.0,1.0,77,Fanta,1997,1
4237,1,75.0,3.0,24,Fanta,3709,1
4238,1,80.0,1.0,51,Water,4919,1
4239,1,59.0,0.0,61,Fanta,6037,0
4240,0,2.0,3.0,13,Cola,4861,1
4241,0,33.0,2.4767078189300413,40,Fanta,6442,1
4242,1,95.0,2.4767078189300413,51,Strong beer,2857,0
4243,0,100.0,3.0,58,Fanta,1635,0
4244,1,54.0,3.0,41,Bugbeer,515,1
4245,1,69.0,3.0,12,Cola,1675,1
4246,0,77.0,0.0,66,Strong beer,9979,1
4247,0,80.0,4.0,70,Water,9225,1
4248,0,54.0,4.0,10,Cola,580,0
4249,0,74.0,3.0,25,Bugbeer,3741,1
4250,1,91.0,0.0,61,Water,4362,0
4251,0,16.0,5.0,80,Water,4942,0
4252,0,14.0,1.0,77,Strong beer,9779,0
4253,0,34.0,0.0,21,Cola,2050,1
4254,0,90.0,3.0,49,Beerbeer,5052,1
4255,1,75.0,2.4767078189300413,28,Beerbeer,2429,0
4256,1,2.0,2.0,38,Fanta,4755,0
4257,0,100.0,4.0,22,Bugbeer,4735,1
4258,1,4.0,1.0,58,Fanta,6238,1
4259,1,13.0,5.0,59,Water,8014,0
4260,0,52.0,0.0,22,Bugbeer,6496,1
4261,1,3.0,2.0,59,Beerbeer,5265,1
4262,1,77.0,2.4767078189300413,36,Strong beer,8026,1
4263,0,100.0,2.0,10,Fanta,2112,1
4264,1,100.0,1.0,51,Strong beer,851,0
4265,0,72.0,2.4767078189300413,44,Beerbeer,6935,0
4266,1,69.0,4.0,35,Beerbeer,8064,1
4267,1,53.0,5.0,60,Beerbeer,2085,1
4268,1,100.0,3.0,65,Water,6265,0
4269,1,40.0,4.0,59,Beerbeer,1134,0
4270,0,100.0,3.0,26,Bugbeer,6379,1
4271,0,54.0,4.0,63,Water,5034,0
4272,1,52.0,2.0,24,Water,4888,1
4273,0,58.0,1.0,22,Water,1114,0
4274,0,100.0,4.0,25,Bugbeer,1839,1
4275,1,10.0,4.0,61,Beerbeer,7238,1
4276,1,50.0,5.0,13,Water,7834,1
4277,1,100.0,2.4767078189300413,29,Beerbeer,1765,1
4278,1,63.0,2.4767078189300413,40,Bugbeer,3567,0
4279,0,93.0,3.0,10,Fanta,9641,1
4280,1,6.0,3.0,67,Water,8136,1
4281,0,46.0,0.0,19,Water,6518,1
4282,0,100.0,2.0,56,Bugbeer,3554,1
4283,0,92.0,5.0,54,Fanta,6506,0
4284,1,11.0,1.0,73,Beerbeer,2054,1
4285,1,14.0,2.0,18,Cola,5551,1
4286,1,45.0,3.0,53,Beerbeer,7714,0
4287,0,11.0,3.0,12,Cola,7513,1
4288,1,18.0,4.0,47,Strong beer,613,1
4289,0,97.0,2.4767078189300413,58,Strong beer,9644,0
4290,0,10.0,0.0,79,Strong beer,1285,0
4291,1,22.0,4.0,80,Strong beer,4493,0
4292,0,100.0,4.0,27,Cola,5828,1
4293,0,13.0,0.0,63,Cola,7826,0
4294,1,95.0,2.4767078189300413,41,Fanta,7749,0
4295,0,40.0,1.0,18,Cola,3996,1
4296,1,46.0,5.0,71,Beerbeer,5923,1
4297,1,15.0,5.0,64,Beerbeer,4041,0
4298,0,33.0,5.0,65,Fanta,6095,0
4299,0,70.0,2.4767078189300413,73,Water,3036,1
4300,1,45.0,5.0,63,Water,3479,1
4301,1,2.0,3.0,13,Cola,6355,1
4302,0,56.0,1.0,49,Strong beer,3932,0
4303,0,100.0,4.0,50,Bugbeer,1547,1
4304,1,2.0,2.4767078189300413,73,Cola,1947,1
4305,1,22.0,2.0,79,Strong beer,2006,1
4306,0,0.0,3.0,47,Fanta,7946,1
4307,1,25.0,3.0,17,Water,4364,1
4308,1,23.0,4.0,14,Cola,1179,0
4309,1,100.0,3.0,22,Strong beer,382,1
4310,0,35.0,2.0,57,Bugbeer,854,0
4311,1,48.0,2.0,43,Water,2633,0
4312,1,8.0,1.0,66,Beerbeer,5008,0
4313,0,84.0,2.0,38,Bugbeer,917,1
4314,0,41.0,5.0,60,Water,2110,1
4315,1,59.0,4.0,30,Strong beer,809,1
4316,0,24.0,4.0,45,Water,5813,1
4317,1,59.0,3.0,55,Water,7448,0
4318,0,79.0,2.4767078189300413,28,Fanta,7415,0
4319,0,66.0,1.0,61,Strong beer,575,1
4320,1,41.0,3.0,51,Fanta,5869,0
4321,0,36.0,1.0,80,Water,7444,1
4322,1,26.0,4.0,47,Water,870,0
4323,1,77.0,2.0,58,Cola,9810,1
4324,0,61.0,4.0,51,Beerbeer,7451,0
4325,0,93.0,2.0,64,Cola,5263,1
4326,0,39.0,5.0,80,Fanta,8900,1
4327,1,91.0,0.0,54,Water,4921,0
4328,0,22.0,2.0,26,Cola,8253,1
4329,0,24.0,4.0,48,Beerbeer,2063,1
4330,0,51.0,5.0,29,Water,2290,1
4331,0,70.0,2.0,61,Cola,6351,1
4332,1,58.0,4.0,23,Strong beer,684,1
4333,1,60.0,5.0,39,Water,4190,0
4334,0,94.0,2.0,47,Fanta,8902,1
4335,1,5.0,5.0,11,Water,1573,1
4336,0,62.0,2.0,67,Water,6886,1
4337,1,16.0,5.0,23,Bugbeer,7538,1
4338,0,100.0,0.0,59,Water,5810,1
4339,0,100.0,2.0,79,Strong beer,37,0
4340,1,73.0,2.0,42,Cola,2671,1
4341,0,16.0,2.0,47,Beerbeer,3422,1
4342,0,48.0,1.0,18,Cola,2491,1
4343,0,44.0,3.0,49,Fanta,4464,0
4344,1,15.0,0.0,74,Fanta,5652,0
4345,0,96.0,2.0,56,Cola,5926,1
4346,1,17.0,0.0,66,Cola,2953,0
4347,0,48.0,2.0,45,Beerbeer,5531,1
4348,0,58.0,3.0,75,Cola,3216,1
4349,0,76.0,2.4767078189300413,63,Beerbeer,2232,1
4350,0,77.0,2.0,70,Water,702,1
4351,0,64.0,2.0,66,Fanta,4424,1
4352,1,5.0,3.0,60,Beerbeer,6331,0
4353,0,58.0,4.0,10,Water,7064,1
4354,0,100.0,1.0,41,Strong beer,7915,1
4355,1,69.0,3.0,77,Beerbeer,3368,0
4356,0,31.0,0.0,28,Bugbeer,9528,1
4357,1,60.0,4.0,79,Cola,3269,1
4358,0,61.0,2.4767078189300413,56,Beerbeer,5298,1
4359,0,94.0,4.0,65,Strong beer,4227,1
4360,1,82.0,5.0,10,Water,5317,1
4361,1,12.0,5.0,68,Strong beer,4532,0
4362,1,28.0,1.0,29,Beerbeer,83,0
4363,1,60.0,1.0,19,Cola,9022,0
4364,0,9.0,2.0,16,Fanta,6335,0
4365,1,91.0,5.0,23,Fanta,9541,0
4366,1,32.0,4.0,39,Strong beer,1535,1
4367,0,10.0,1.0,10,Water,2165,0
4368,0,85.0,0.0,32,Bugbeer,656,1
4369,0,88.0,3.0,31,Bugbeer,1367,1
4370,1,85.0,1.0,30,Beerbeer,2379,0
4371,1,88.0,1.0,56,Bugbeer,1845,1
4372,1,88.0,3.0,42,Water,1187,0
4373,0,32.0,0.0,70,Beerbeer,8520,1
4374,0,10.0,3.0,74,Cola,1768,1
4375,0,20.0,4.0,26,Cola,8174,0
4376,0,26.0,5.0,47,Strong beer,1861,1
4377,0,11.0,2.4767078189300413,26,Water,5725,0
4378,1,94.0,3.0,45,Beerbeer,8856,0
4379,0,11.0,5.0,36,Bugbeer,7510,1
4380,0,16.0,5.0,32,Cola,9787,1
4381,1,100.0,1.0,17,Cola,124,1
4382,1,99.0,0.0,49,Beerbeer,8151,1
4383,0,56.0,2.4767078189300413,77,Cola,8640,1
4384,0,54.0,2.4767078189300413,64,Fanta,1693,0
4385,0,63.0,4.0,25,Water,2128,1
4386,1,93.0,0.0,63,Beerbeer,3755,0
4387,0,2.0,2.0,60,Bugbeer,3778,1
4388,0,99.0,1.0,76,Beerbeer,3251,1
4389,1,82.0,4.0,20,Water,9171,0
4390,1,85.0,2.4767078189300413,50,Fanta,8894,0
4391,1,43.0,0.0,12,Cola,4450,1
4392,0,16.0,1.0,16,Fanta,9344,1
4393,0,18.0,2.4767078189300413,33,Beerbeer,3661,1
4394,1,77.0,2.4767078189300413,28,Fanta,954,1
4395,0,67.0,5.0,41,Beerbeer,8831,1
4396,1,81.0,4.0,70,Cola,5187,0
4397,0,100.0,3.0,60,Beerbeer,4193,0
4398,1,69.0,1.0,34,Cola,5240,0
4399,0,59.0,1.0,72,Water,9790,0
4400,1,38.0,4.0,41,Bugbeer,6691,1
4401,0,11.0,5.0,43,Bugbeer,3703,1
4402,1,39.0,2.4767078189300413,16,Fanta,3716,1
4403,0,21.0,0.0,12,Water,2774,1
4404,1,95.0,2.0,73,Strong beer,5273,0
4405,0,62.0,0.0,51,Bugbeer,604,1
4406,1,52.0,4.0,72,Fanta,1601,0
4407,0,50.0,2.0,79,Fanta,8428,1
4408,1,56.0,5.0,26,Fanta,3412,0
4409,0,93.0,5.0,11,Fanta,2489,1
4410,1,19.0,4.0,58,Beerbeer,3051,1
4411,1,53.0,4.0,69,Beerbeer,5189,0
4412,1,57.0,5.0,50,Water,7978,1
4413,0,32.0,1.0,80,Water,3102,1
4414,1,96.0,3.0,35,Strong beer,8752,1
4415,1,86.0,0.0,37,Strong beer,7650,1
4416,0,8.0,2.4767078189300413,61,Water,6473,0
4417,0,19.0,5.0,61,Water,92,0
4418,0,29.0,2.4767078189300413,44,Strong beer,3356,1
4419,1,33.0,5.0,57,Beerbeer,2946,0
4420,1,71.0,2.0,72,Strong beer,5299,0
4421,0,45.0,1.0,65,Bugbeer,4521,0
4422,0,67.0,5.0,14,Cola,6162,1
4423,1,5.0,4.0,72,Cola,3374,0
4424,0,76.0,5.0,30,Strong beer,9480,1
4425,1,50.0,4.0,17,Fanta,6074,0
4426,0,71.0,3.0,48,Beerbeer,2552,0
4427,0,83.0,5.0,10,Water,8268,1
4428,1,55.0,1.0,61,Bugbeer,6587,1
4429,0,72.0,3.0,60,Water,4170,1
4430,0,7.0,3.0,39,Fanta,7954,1
4431,0,4.0,2.0,79,Bugbeer,2728,1
4432,1,33.0,5.0,11,Fanta,5343,1
4433,1,54.0,2.0,37,Bugbeer,6461,0
4434,0,84.0,5.0,33,Strong beer,2651,1
4435,1,66.0,2.0,78,Cola,853,0
4436,0,29.0,5.0,44,Cola,5081,0
4437,1,9.0,2.0,22,Fanta,7465,1
4438,0,97.0,2.4767078189300413,71,Beerbeer,1766,1
4439,1,59.0,2.0,14,Water,7707,0
4440,1,61.0,0.0,34,Water,5919,0
4441,0,62.0,2.0,18,Fanta,8589,1
4442,0,10.0,2.0,60,Strong beer,2653,0
4443,1,27.0,2.0,40,Water,6360,1
4444,1,51.0,5.0,43,Water,6115,1
4445,1,56.0,4.0,79,Fanta,782,1
4446,0,84.0,1.0,74,Beerbeer,7354,1
4447,0,53.0,0.0,46,Bugbeer,9734,0
4448,1,26.0,5.0,64,Bugbeer,7667,0
4449,0,16.0,3.0,44,Cola,9442,1
4450,1,46.0,2.4767078189300413,23,Fanta,9894,0
4451,0,37.0,0.0,50,Beerbeer,267,0
4452,0,19.0,3.0,73,Water,3404,0
4453,0,52.0,0.0,51,Cola,3416,1
4454,0,16.0,1.0,41,Fanta,1429,1
4455,1,27.0,4.0,45,Cola,3568,1
4456,1,31.0,2.0,57,Water,8072,0
4457,1,21.0,4.0,79,Water,1399,0
4458,0,42.0,5.0,38,Fanta,7717,0
4459,0,94.0,3.0,71,Strong beer,1912,1
4460,0,66.0,4.0,12,Fanta,6405,1
4461,0,91.0,0.0,15,Water,3126,0
4462,0,57.0,3.0,31,Bugbeer,6143,1
4463,1,22.0,3.0,59,Water,9964,0
4464,0,53.0,0.0,64,Cola,9450,1
4465,0,86.0,5.0,53,Fanta,6733,1
4466,1,1.0,3.0,18,Water,6794,1
4467,0,34.0,3.0,48,Strong beer,3867,1
4468,0,99.0,1.0,17,Cola,6448,1
4469,0,100.0,3.0,33,Beerbeer,4308,1
4470,1,12.0,0.0,70,Strong beer,5094,1
4471,0,30.0,1.0,10,Water,2007,0
4472,0,21.0,3.0,20,Water,5590,0
4473,1,34.0,5.0,78,Water,6109,1
4474,1,48.0,1.0,31,Cola,7370,1
4475,0,35.0,1.0,79,Cola,6751,1
4476,1,15.0,2.0,47,Cola,900,0
4477,0,50.0,4.0,14,Water,5502,1
4478,1,15.0,0.0,16,Water,5216,1
4479,0,45.0,5.0,47,Water,9763,1
4480,0,90.0,5.0,31,Strong beer,9436,1
4481,1,24.0,2.0,65,Strong beer,2944,1
4482,1,98.0,5.0,30,Water,254,1
4483,0,42.0,0.0,61,Fanta,3285,0
4484,1,74.0,2.0,47,Water,8680,0
4485,0,100.0,4.0,50,Beerbeer,2949,1
4486,1,83.0,2.0,66,Water,3178,1
4487,0,15.0,4.0,22,Fanta,5474,1
4488,0,1.0,2.4767078189300413,13,Cola,8812,0
4489,0,96.0,0.0,69,Strong beer,2286,1
4490,1,26.0,2.0,23,Water,4562,0
4491,1,72.0,4.0,19,Fanta,5831,1
4492,0,99.0,1.0,42,Bugbeer,8017,1
4493,1,69.0,4.0,72,Strong beer,572,1
4494,1,54.0,1.0,57,Beerbeer,2563,1
4495,1,86.0,3.0,79,Strong beer,7556,1
4496,0,46.0,2.4767078189300413,80,Cola,3898,0
4497,1,55.0,3.0,18,Water,6336,0
4498,0,60.0,3.0,36,Fanta,4266,1
4499,1,30.0,4.0,31,Fanta,7385,1
4500,1,52.0,2.0,43,Fanta,66,0
4501,1,50.0,5.0,32,Water,3425,0
4502,0,66.0,5.0,66,Strong beer,7733,1
4503,0,87.0,1.0,48,Strong beer,8269,1
4504,0,81.0,5.0,53,Fanta,8587,1
4505,0,79.0,5.0,44,Fanta,9904,0
4506,0,100.0,2.0,13,Water,6326,0
4507,0,93.0,0.0,35,Water,3290,1
4508,1,5.0,0.0,75,Cola,3748,0
4509,0,23.0,3.0,57,Beerbeer,1365,0
4510,0,4.0,2.0,40,Water,5017,0
4511,1,47.0,0.0,58,Water,3831,0
4512,0,69.0,1.0,74,Strong beer,5883,0
4513,0,100.0,1.0,35,Beerbeer,3375,1
4514,1,87.0,0.0,46,Strong beer,2681,1
4515,1,62.0,2.0,21,Strong beer,9625,0
4516,1,71.0,4.0,44,Cola,2190,0
4517,1,96.0,2.0,55,Strong beer,4946,0
4518,0,38.0,2.4767078189300413,15,Cola,4472,0
4519,1,2.0,2.0,56,Bugbeer,1870,1
4520,1,89.0,2.0,12,Cola,5970,0
4521,1,53.0,2.0,39,Fanta,4388,1
4522,0,61.0,1.0,56,Water,433,0
4523,1,59.0,2.4767078189300413,60,Strong beer,6765,0
4524,1,82.0,3.0,16,Fanta,5925,0
4525,0,56.0,4.0,30,Water,9824,0
4526,0,10.0,5.0,25,Fanta,2930,0
4527,0,27.0,2.0,32,Strong beer,8757,0
4528,0,9.0,2.0,62,Water,6097,1
4529,0,86.0,3.0,33,Cola,9006,0
4530,0,84.0,4.0,29,Fanta,1209,1
4531,1,100.0,2.0,16,Cola,8235,1
4532,1,100.0,2.0,68,Fanta,1117,0
4533,1,97.0,2.0,58,Cola,9900,1
4534,1,1.0,5.0,72,Cola,1946,0
4535,0,6.0,5.0,20,Cola,3131,0
4536,0,74.0,3.0,26,Fanta,5972,0
4537,0,89.0,2.0,43,Bugbeer,6161,0
4538,1,91.0,2.0,28,Fanta,8256,1
4539,0,3.0,1.0,63,Beerbeer,5599,0
4540,1,47.0,5.0,20,Cola,2880,1
4541,1,100.0,2.0,31,Bugbeer,2135,1
4542,1,46.0,1.0,41,Cola,2510,0
4543,1,65.0,4.0,39,Fanta,9820,1
4544,1,58.0,3.0,64,Water,4164,0
4545,0,37.0,1.0,40,Beerbeer,9783,0
4546,0,55.0,4.0,10,Fanta,3257,1
4547,0,93.0,4.0,35,Cola,3148,1
4548,0,28.0,3.0,37,Beerbeer,3091,0
4549,0,100.0,3.0,33,Fanta,4880,0
4550,0,21.0,4.0,79,Fanta,8338,1
4551,1,53.0,3.0,70,Cola,1310,1
4552,1,74.0,2.4767078189300413,70,Water,7425,1
4553,0,28.0,2.0,67,Strong beer,1305,1
4554,1,17.0,0.0,23,Cola,2026,1
4555,0,30.0,0.0,67,Cola,5787,0
4556,0,5.0,4.0,12,Fanta,3444,1
4557,0,24.0,3.0,54,Strong beer,3585,1
4558,1,39.0,3.0,57,Fanta,5651,0
4559,0,73.0,5.0,80,Cola,5514,0
4560,1,88.0,2.0,17,Fanta,1678,1
4561,1,19.0,2.0,28,Fanta,8413,1
4562,1,93.0,3.0,80,Beerbeer,4066,0
4563,0,96.0,4.0,40,Fanta,41,0
4564,1,70.0,3.0,75,Beerbeer,6004,0
4565,1,26.0,4.0,10,Water,2933,0
4566,1,18.0,4.0,35,Strong beer,8432,1
4567,0,80.0,5.0,34,Strong beer,5969,1
4568,1,2.0,5.0,44,Beerbeer,1863,1
4569,0,60.0,2.0,46,Bugbeer,5131,1
4570,1,24.0,0.0,48,Strong beer,2594,1
4571,1,87.0,3.0,19,Cola,8588,0
4572,1,86.0,3.0,40,Water,9821,1
4573,1,15.0,3.0,40,Beerbeer,1577,1
4574,1,20.0,4.0,64,Cola,48,1
4575,0,41.0,5.0,25,Fanta,3587,1
4576,0,82.0,5.0,11,Cola,1631,1
4577,0,6.0,3.0,26,Bugbeer,7493,0
4578,0,97.0,5.0,33,Water,518,1
4579,0,44.0,3.0,26,Bugbeer,4456,1
4580,0,99.0,4.0,53,Beerbeer,5162,1
4581,1,11.0,4.0,49,Cola,81,1
4582,1,0.0,4.0,22,Beerbeer,6552,1
4583,1,17.0,4.0,70,Cola,5809,0
4584,0,97.0,2.0,21,Water,9589,0
4585,1,62.0,1.0,79,Bugbeer,8458,0
4586,0,23.0,4.0,74,Cola,8957,1
4587,0,58.0,3.0,19,Fanta,9800,1
4588,1,61.0,3.0,69,Fanta,2303,0
4589,1,97.0,2.4767078189300413,45,Beerbeer,7815,1
4590,0,95.0,4.0,76,Water,811,1
4591,1,66.0,2.0,23,Strong beer,3606,0
4592,1,59.0,2.0,61,Water,7262,1
4593,1,4.0,4.0,21,Water,9637,0
4594,1,25.0,2.0,27,Bugbeer,7607,1
4595,0,75.0,0.0,64,Beerbeer,9582,0
4596,0,94.0,3.0,28,Fanta,3249,0
4597,1,11.0,3.0,63,Strong beer,5338,1
4598,0,27.0,2.4767078189300413,20,Fanta,2865,1
4599,1,2.0,1.0,56,Fanta,2116,0
4600,1,52.0,1.0,55,Water,1087,0
4601,0,51.0,1.0,19,Water,2349,0
4602,0,64.0,2.4767078189300413,22,Water,7501,0
4603,0,46.0,0.0,18,Fanta,9514,0
4604,0,71.0,1.0,20,Cola,2894,1
4605,0,25.0,2.0,48,Water,4832,0
4606,1,75.0,2.4767078189300413,11,Water,7318,1
4607,1,21.0,2.0,10,Fanta,4786,0
4608,1,26.0,1.0,46,Bugbeer,5946,1
4609,0,100.0,2.0,78,Strong beer,8150,0
4610,0,70.0,4.0,58,Cola,2831,1
4611,1,19.0,2.4767078189300413,33,Cola,7921,1
4612,0,52.0,3.0,20,Fanta,8671,1
4613,1,33.0,2.0,80,Fanta,1552,1
4614,1,61.0,5.0,10,Fanta,5190,1
4615,0,3.0,2.0,46,Water,1388,1
4616,1,39.0,5.0,16,Cola,9259,1
4617,1,79.0,2.4767078189300413,64,Water,6131,1
4618,0,100.0,4.0,13,Fanta,6895,1
4619,1,3.0,5.0,69,Water,527,1
4620,1,27.0,2.4767078189300413,45,Fanta,6701,1
4621,1,100.0,3.0,70,Bugbeer,1837,0
4622,1,44.0,2.0,54,Bugbeer,7202,0
4623,1,64.0,0.0,52,Beerbeer,6350,1
4624,0,7.0,4.0,61,Bugbeer,666,1
4625,1,49.0,2.0,52,Fanta,2683,1
4626,0,13.0,4.0,29,Bugbeer,6372,1
4627,1,34.0,0.0,55,Water,7291,0
4628,1,48.0,1.0,46,Water,7948,1
4629,0,55.0,5.0,55,Water,3766,1
4630,1,50.0,0.0,41,Beerbeer,3627,1
4631,1,61.0,4.0,41,Fanta,872,1
4632,0,59.0,5.0,14,Water,6299,1
4633,1,97.0,4.0,73,Bugbeer,7545,0
4634,0,99.0,2.0,12,Water,2461,1
4635,0,57.0,4.0,20,Fanta,5378,0
4636,1,9.0,5.0,72,Beerbeer,7604,1
4637,0,68.0,1.0,55,Cola,8612,0
4638,1,29.0,4.0,56,Beerbeer,468,1
4639,0,87.0,2.0,72,Water,7594,0
4640,0,60.0,1.0,65,Fanta,7361,1
4641,0,14.0,4.0,69,Strong beer,9152,0
4642,1,52.0,2.0,80,Beerbeer,1290,0
4643,1,95.0,1.0,12,Cola,4927,1
4644,1,89.0,2.4767078189300413,40,Strong beer,6718,1
4645,0,30.0,0.0,17,Fanta,6878,1
4646,1,45.0,1.0,44,Water,9890,1
4647,0,99.0,3.0,56,Beerbeer,9855,1
4648,0,53.0,1.0,11,Cola,4452,1
4649,0,4.0,1.0,58,Cola,5952,1
4650,0,14.0,3.0,30,Fanta,7562,1
4651,1,100.0,2.4767078189300413,41,Strong beer,2652,1
4652,0,58.0,4.0,60,Cola,9593,0
4653,1,36.0,4.0,33,Strong beer,6796,1
4654,1,38.0,3.0,76,Cola,959,0
4655,0,69.0,0.0,22,Bugbeer,8390,0
4656,0,85.0,2.4767078189300413,38,Cola,7422,0
4657,1,70.0,5.0,41,Beerbeer,1898,1
4658,0,52.0,2.4767078189300413,56,Cola,1203,0
4659,1,67.0,5.0,32,Water,5629,1
4660,1,88.0,2.4767078189300413,60,Beerbeer,4161,1
4661,0,71.0,4.0,19,Cola,1430,0
4662,1,60.0,2.0,77,Strong beer,5567,0
4663,1,54.0,3.0,51,Strong beer,5701,0
4664,1,3.0,5.0,47,Water,6377,1
4665,1,46.0,1.0,75,Beerbeer,7793,1
4666,1,61.0,2.0,63,Fanta,9743,0
4667,1,27.0,3.0,33,Fanta,1347,1
